title,address,link,Property type:,City:,Bedrooms:,Price:,Furnished:,description,latitude,longitude,Bathrooms:,Area:,Price per m²:,Deposit:,Available from:,Elevator:,Washing machine:,Dish washer:,Pets allowed:,Garage:,Terrace:,Swimming pool:,Balcony:
Rent 2 bedroom apartment in London,"apartment for rent in St. Georges Avenue Holloway, N7",https://rentola.com/listings/apartment-for-rent-in-london-6b2ce6,Apartment,London,2,2547 €,,"a spacious two bedroom split-level apartment in an impressive house with period features throughout. the property offers a large living room, separate kitchen, two double bedrooms and family bathroom. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5564336,-0.1332744,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Twisden Road Dartmouth Park, NW5",https://rentola.com/listings/apartment-for-rent-in-london-372314,Apartment,London,1,1910 €,,"a one double bedroom conversion apartment in a victorian property with high ceilings and bay windows on a quiet residential road. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5572645,-0.1442363,1,,,,,,,,,,,,
Rent 2 bedroom apartment in London,"apartment for rent in Valley Road Streatham, SW16",https://rentola.com/listings/apartment-for-rent-in-london-c9069d,Apartment,London,2,2435 €,,"a spacious two double bedroom flat set on the first floor, this property benefits from an open plan kitchen/reception, modern bathroom and en-suite. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.4279557,-0.119999,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Archway Road Archway, N6",https://rentola.com/listings/apartment-for-rent-in-london-5eecb9,Apartment,London,1,1678 €,,"a one double bedroom apartment on the top floor of a period building, with its own private balcony and open plan living area, ideal for a single occupant or couple. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5762133,-0.1437778,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Sternhold Avenue Streatham Hill, SW2",https://rentola.com/listings/apartment-for-rent-in-london-61fb45,Apartment,London,1,1913 €,,"a modern one double bedroom flat with direct access to a private garden and a spacious open plan kitchen/reception. perfect for a professional couple! letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.43965,-0.1316146,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Streatham High Road Streatham Hill, SW16",https://rentola.com/listings/apartment-for-rent-in-london-b27479,Apartment,London,1,1913 €,,"an immaculately presented one double bedroom, two bathroom apartment with a spacious reception room that leads on to a terrace. perfect for a couple or single professionals. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.4323905,-0.1290959,1,,,,,,,,,,Yes,,
Rent 1 bedroom apartment in London,"apartment for rent in Berkeley Road Crouch End, N8",https://rentola.com/listings/apartment-for-rent-in-london-f855e5,Apartment,London,1,1507 €,,"a bright and spacious one double bedroom period conversion apartment on the top floor of a victorian property with separate kitchen in a popular residential street. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5798642,-0.1265314,1,,,,,,,,,,,,
Rent 2 bedroom apartment in London,"apartment for rent in Grove Road Barnes, SW13",https://rentola.com/listings/apartment-for-rent-in-london-4fcf01,Apartment,London,2,1681 €,,"a bright and well-presented two bedroom split level apartment situated in a popular gated development in the heart of barnes village. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.472528,-0.2499346,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Northfield Avenue Northfields, W5",https://rentola.com/listings/apartment-for-rent-in-northfield-0f1f16,Apartment,London,1,1447 €,,"a one bedroom first floor apartment presented in good condition and conveniently located for northfields tube station. offering a reception room with a separate kitchen, bright double bedroom and ample storage. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.4981285,-0.3136017,1,,,,,,,,,,,,
Rent 2 bedroom apartment in London,"apartment for rent in Streatham Hill Streatham Hill, SW2",https://rentola.com/listings/apartment-for-rent-in-london-1d914e,Apartment,London,2,1623 €,,"an art deco two double bedroom apartment in streatham hill offering a bright lounge and separate kitchen. perfect for professional sharers. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.43816,-0.127,1,,,,,,,,,,,,
Rent 2 bedroom apartment in London,"apartment for rent in Oval Road Oval Road, NW1",https://rentola.com/listings/apartment-for-rent-in-london-248cad,Apartment,London,2,3769 €,,"a stunning two bedroom ground floor apartment with large sun soaked garden located in a stylish and secure apartment block on the corner of the beautiful green spaces of regents park. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.538803,-0.1472495,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Marshall Street Soho, W1F",https://rentola.com/listings/apartment-for-rent-in-london-6612d7,Apartment,London,1,3392 €,,"a well presented, bright and spacious one bedroom apartment on the 4th floor of the popular gated development regent lofts and penthouses in the heart of soho. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5134769,-0.1380341,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent in Earls Court Road Kensington, W8",https://rentola.com/listings/apartment-for-rent-in-london-93e4d0,Apartment,London,1,3467 €,,"a perfect rental property for a corporate couple. this quintessentially london pad has it all, bright, spacious, superb finish, two balconies encased in a more than typical georgian white stucco. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.4968159,-0.197182,1,,,,,,,,,,,,Yes
Rent 4 bedroom house in London,"house for rent in Blairderry Road Streatham Hill, SW2",https://rentola.com/listings/house-for-rent-in-london-df64c9,House,London,4,3711 €,,"a newly refurbished five double bedroom house with large living room, three bathrooms, off street parking and a private garden. perfect for a family or four sharers. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.4403804,-0.1269024,1,,,,,,,,,Yes,,,
Rent 1 bedroom apartment in London,"apartment for rent in Gatesborough Street Shoreditch, EC2A",https://rentola.com/listings/house-for-rent-in-london-9356c1,Apartment,London,1,2487 €,Yes,"a one bedroom first floor apartment located in the heart of shoreditch. the property has just undergone a full refurbishment throughout with a new kitchen, bathroom, wooden flooring, and a carpet. the property is available furnished. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.524255,-0.080395,1,,,,,,,,,,,,
Rent 2 bedroom apartment in London,"apartment for rent in Kensington Church Street Kensington, W8",https://rentola.com/listings/apartment-for-rent-in-london-c40df6,Apartment,London,2,3467 €,,"a beautifully presented two bedroom maisonette to let in this period conversion building. this is a fantastic option for professional tenants, couples or small families. letting or renting? we've successfully let this property, but if you are looking for something similar or have a property to let, please",51.5086309,-0.1950479,1,,,,,,,,,,,,
